"COUNTY","CITY","ADDRESS","DATE"
"TULSA"," TULSA"," 8112 HARVARD N AVE                ","1/16/2000"
"TULSA"," TULSA"," 304 2ND N                         ","1/21/2000"
"TULSA"," TULSA"," 309 SOUTH CINCINNATI AVENUE        ","1/23/2000"
"TULSA"," TULSA"," 310 WEST 90TH PLACE                ","1/27/2000"
"TULSA"," TULSA"," 8500 NORTH LEWIS AVENUE            ","1/28/2000"
"TULSA"," TULSA"," 1803 WEST 57TH PLACE                ","2/2/2000"
"TULSA"," TULSA"," 1832 NORTH COLUMBIA PLACE           ","2/3/2000"
"TULSA"," TULSA"," 2156 29 NORTH E ST                 ","2/4/2000"
"TULSA"," TULSA"," 8231 77 EAST S AVE 1135            ","2/8/2000"
"TULSA"," TULSA"," 3106 26 E ST                       ","2/8/2000"
"TULSA"," TULSA"," 609 PEORIA S AVE                  ","2/17/2000"
"TULSA"," TULSA"," 6315 22 W ST                      ","2/22/2000"
"TULSA"," TULSA"," 6500 8 W ST                       ","2/23/2000"
"TULSA"," TULSA"," 4109 34TH WEST S                  ","2/23/2000"
"TULSA"," TULSA"," 9747 12 E ST                      ","2/26/2000"
"TULSA"," TULSA"," 8923 19 E ST                      ","4/26/2000"
"TULSA"," TULSA"," 848 92 N AVE                      ","6/23/2000"
"TULSA"," TULSA"," 9031 DELAWARE S 703               ","6/28/2000"
"TULSA"," TULSA"," 12014 22 E PL                      ","7/4/2000"
"TULSA"," TULSA"," 4431 31 E 102                     ","10/12/2000"
"TULSA"," TULSA"," 9417 38 E ST                      ","10/30/2000"
"TULSA"," TULSA"," 6384 11TH W PL                    ","11/11/2000"
"TULSA"," TULSA"," 2900 TOLEDO N                     ","11/12/2000"
"TULSA"," TULSA"," 6618 LATIMER E PL                 ","12/4/2000"
"TULSA"," TULSA"," 722 WACO N AVE                     ","1/4/2001"
"TULSA"," TULSA"," 10513 ADMIRAL E BLVD               ","1/9/2001"
"TULSA"," TULSA"," 5937 67TH WEST S AVE              ","1/16/2001"
"TULSA"," TULSA"," 12303 ARCHER E E                  ","1/16/2001"
"TULSA"," TULSA"," 20 30 WEST N AVE                  ","1/25/2001"
"TULSA"," TULSA"," 1742 ERIE S AVE                   ","1/25/2001"
"TULSA"," TULSA"," 10130 ADMIRAL E BLVD A             ","2/6/2001"
"TULSA"," TULSA"," 5804 CHARLES PAGE W BLVD           ","2/6/2001"
"TULSA"," TULSA"," 1336 72ND EAST N AVE              ","2/18/2001"
"TULSA"," TULSA"," 3616 2ND E ST 28                  ","2/20/2001"
"TULSA"," TULSA"," 2156 29TH E ST                    ","2/20/2001"
"TULSA"," TULSA"," 5418 7TH E ST                     ","2/25/2001"
"TULSA"," TULSA"," 3614 120TH EAST S AVE             ","2/26/2001"
"TULSA"," TULSA"," 6834 52 E ST                      ","2/26/2001"
"TULSA"," TULSA"," 11911 22 E ST                     ","3/21/2001"
"TULSA"," TULSA"," 2133 BIRMINGHAM N PL              ","3/22/2001"
"TULSA"," TULSA"," 102 MAYBELLE N AVE                ","3/25/2001"
"TULSA"," TULSA"," 1308 TRENTON N AVE                ","3/29/2001"
"TULSA"," TULSA"," 5904 68TH S AVE                    ","4/1/2001"
"TULSA"," TULSA"," 4550 30TH S                        ","4/2/2001"
"TULSA"," TULSA"," 4550 30 WEST S AVE                 ","4/7/2001"
"TULSA"," TULSA"," 4117 INDEPENDENCE W ST            ","4/13/2001"
"TULSA"," TULSA"," 1511 DELAWARE N PL                ","4/19/2001"
"TULSA"," TULSA"," 6530 PINE E PL                    ","4/19/2001"
"TULSA"," TULSA"," 34 GARY N AVE 1/2                 ","4/21/2001"
"TULSA"," TULSA"," 3105 147 EAST S AVE G             ","4/21/2001"
"TULSA"," TULSA"," 2217 59 E ST 221                  ","4/21/2001"
"TULSA"," TULSA"," 2513 NORWOOD N PL                 ","4/24/2001"
"TULSA"," TULSA"," 612 ATLANTA S AVE                 ","4/25/2001"
"TULSA"," TULSA"," 10103 22ND E ST                   ","4/26/2001"
"TULSA"," TULSA"," 5830 CHARLES PAGE W                ","5/2/2001"
"TULSA"," TULSA"," 6616 4TH STREET SOUTH E            ","5/3/2001"
"TULSA"," TULSA"," 1535 JOPLIN N AVE                 ","5/15/2001"
"TULSA"," TULSA"," 632 LATIMER E CT                  ","5/21/2001"
"TULSA"," TULSA"," 12936 35 E SR 1006                ","5/25/2001"
"TULSA"," TULSA"," 12936 35TH E ST 1006              ","5/27/2001"
"TULSA"," TULSA"," 4481 31 E ST 293                  ","5/28/2001"
"TULSA"," TULSA"," 501 73RD WEST S AVE               ","5/31/2001"
"TULSA"," TULSA"," 8906 EAST 49TH PLACE                ","6/4/2001"
"TULSA"," TULSA"," 233 70 EAST S AVE                  ","6/7/2001"
"TULSA"," TULSA"," 6345 4TH E TER                    ","6/13/2001"
"TULSA"," TULSA"," 105 21ST E ST 7                   ","6/14/2001"
"TULSA"," TULSA"," 1133 XANTHUS S AVE                ","6/14/2001"
"TULSA"," TULSA"," 535 73 E S AVE                    ","6/15/2001"
"TULSA"," TULSA"," 2733 NORWOOD N                    ","6/18/2001"
"TULSA"," TULSA"," 3867 118TH E S AVE                ","6/21/2001"
"TULSA"," TULSA"," 29 LAKEWOOD N AVE 113             ","6/27/2001"
"TULSA"," TULSA"," 5820 CHARLES PAGE W BLVD          ","6/27/2001"
"TULSA"," TULSA"," 613 65TH W S AVE                   ","7/2/2001"
"TULSA"," TULSA"," 12115 32ND E PL                    ","7/4/2001"
"TULSA"," TULSA"," 3612 114TH EAST S AVE              ","7/6/2001"
"TULSA"," TULSA"," 2712 116 EAST S PL                 ","7/6/2001"
"TULSA"," TULSA"," 3932 CINCINNATTI S AVE B          ","7/24/2001"
"TULSA"," TULSA"," 7122 ERIE S AVE 803               ","7/26/2001"
"TULSA"," TULSA"," 3648 GALVESTON S AVE              ","7/26/2001"
"TULSA"," TULSA"," 2922 137 EAST S PL                ","7/26/2001"
"TULSA"," TULSA"," 2922 137 S PL                     ","7/28/2001"
"TULSA"," TULSA"," 2542 61ST E ST                     ","8/4/2001"
"TULSA"," TULSA"," 2706 HASKELL E ST                  ","8/7/2001"
"TULSA"," TULSA"," 2034 51ST E ST B                  ","8/21/2001"
"TULSA"," TULSA"," 903 KNOXVILLE N AVE               ","8/22/2001"
"TULSA"," TULSA"," 3312 149TH E S AVE                ","8/30/2001"
"TULSA"," TULSA"," 8901 51ST S W ST                   ","9/6/2001"
"TULSA"," TULSA"," EASTON E ST              ","9/13/2001"
"TULSA"," TULSA"," EASTON E ST              ","9/19/2001"
"TULSA"," TULSA"," 421 76TH EAST S AVE               ","9/28/2001"
"TULSA"," TULSA"," 519 73RD EAST S AVE               ","10/23/2001"
"TULSA"," TULSA"," 7339 58TH E PL                    ","10/25/2001"
"TULSA"," TULSA"," 1627 ARCHER E ST                  ","10/29/2001"
"TULSA"," TULSA"," 7434 LEWIS S AVE 7B               ","11/2/2001"
"TULSA"," TULSA"," 4720 29TH WEST S AVE              ","11/12/2001"
"TULSA"," TULSA"," 5217 36TH E ST                    ","11/12/2001"
"TULSA"," TULSA"," 4749 MAYBELLE S AVE               ","11/13/2001"
"TULSA"," TULSA"," 1612 131 EAST S PL C              ","11/15/2001"
"TULSA"," TULSA"," 2626 15TH E ST                    ","11/16/2001"
"TULSA"," TULSA"," 1627 ARCHER E ST                  ","12/4/2001"
"TULSA"," TULSA"," 11220 ARCHER E PL 104             ","12/8/2001"
"TULSA"," TULSA"," 717 49TH W ST 112                 ","12/21/2001"
"TULSA"," TULSA"," 532 57TH W S AVE                   ","1/2/2002"
"TULSA"," TULSA"," 12326 ARCHER E ST G                ","1/2/2002"
"TULSA"," TULSA"," 1416 KING E ST                    ","1/10/2002"
"TULSA"," TULSA"," 8118 16TH E ST 110                ","1/16/2002"
"TULSA"," TULSA"," 6326 VIRGIN E ST                  ","1/26/2002"
"TULSA"," TULSA"," 1904 MOHAWK E BLVD                 ","2/6/2002"
"TULSA"," TULSA"," 12422 14TH E ST                    ","2/7/2002"
"TULSA"," TULSA"," 416 44 S AVE                       ","2/8/2002"
"TULSA"," TULSA"," 2705 ADMIRAL E CT                 ","2/22/2002"
"TULSA"," TULSA"," 4104 130TH S AVE 411               ","3/8/2002"
"TULSA"," TULSA"," 6011 MARION S AVE                 ","3/28/2002"
"TULSA"," TULSA"," 820 QUAKER S AVE                  ","3/29/2002"
"TULSA"," TULSA"," 2115 SOUTHWEST BLVD                ","4/1/2002"
"TULSA"," TULSA"," 5537 47 E PL 213                   ","4/2/2002"
"TULSA"," TULSA"," 1148 73RD EAST S AVE 74112         ","4/9/2002"
"TULSA"," TULSA"," 1322 MAPLEWOOD N AVE              ","4/30/2002"
"TULSA"," TULSA"," 7841 2ND E ST                      ","5/2/2002"
"TULSA"," TULSA"," 1809 73RD E ST 209                 ","5/8/2002"
"TULSA"," TULSA"," 3106 26 E ST                      ","5/17/2002"
"TULSA"," TULSA"," 1109 68TH N AVE                   ","5/21/2002"
"TULSA"," TULSA"," 2640 HASKELL E ST                 ","5/23/2002"
"TULSA"," TULSA"," 5317 MARSHALL E CT                ","5/24/2002"
"TULSA"," TULSA"," 3317 MARION S AVE                 ","5/31/2002"
"TULSA"," TULSA"," 8130 12TH E ST G1                  ","6/3/2002"
"TULSA"," TULSA"," 531 27TH N AVE                     ","6/6/2002"
"TULSA"," TULSA"," 1548 LEWIS S AVE C                 ","6/6/2002"
"TULSA"," TULSA"," 2417 MARSHALL E ST                ","6/20/2002"
"TULSA"," TULSA"," 7316 NEWTON E ST                  ","7/27/2002"
"TULSA"," TULSA"," 10740 42ND E ST 903               ","8/17/2002"
"TULSA"," TULSA"," 8642 86TH EAST S AVE              ","8/19/2002"
"TULSA"," TULSA"," 7102 129TH EAST N AVE             ","8/21/2002"
"TULSA"," TULSA"," 3139 MINGO S RD 904               ","8/26/2002"
"TULSA"," TULSA"," 2015 2ND E ST A                   ","8/29/2002"
"TULSA"," TULSA"," 1969 1/2 TECUMSEH E ST            ","8/30/2002"
"TULSA"," TULSA"," 1611 KNOCKSVILLE AVE               ","9/6/2002"
"TULSA"," TULSA"," 6753 INDEPENDENCE E PL             ","9/9/2002"
"TULSA"," TULSA"," 21 39TH WEST N AVE                ","9/12/2002"
"TULSA"," TULSA"," 1915 NORWOOD N AVE                ","9/13/2002"
"TULSA"," TULSA"," 10855 15TH E ST                   ","9/19/2002"
"TULSA"," TULSA"," 1327 64TH E ST 6                  ","9/23/2002"
"TULSA"," TULSA"," 4012 LEWIS N AVE                  ","10/8/2002"
"TULSA"," TULSA"," 6827 TRENTON N AVE 1              ","10/8/2002"
"TULSA"," TULSA"," 1115 ROCKFORD S AVE B             ","10/9/2002"
"TULSA"," TULSA"," 3710 TOLEDO S AVE                 ","10/10/2002"
"TULSA"," TULSA"," 1543 54TH E ST                    ","10/14/2002"
"TULSA"," TULSA"," 847 64TH W AVE S                  ","10/16/2002"
"TULSA"," TULSA"," 109 36TH W. S AVE                 ","10/17/2002"
"TULSA"," TULSA"," 7816 COLLEGE S AVE TULSA          ","10/21/2002"
"TULSA"," TULSA"," 5919 68TH W S AVE                 ","10/21/2002"
"TULSA"," TULSA"," 2831 GARRISON N PL                ","10/23/2002"
"TULSA"," TULSA"," 2121 UTE E                        ","10/26/2002"
"TULSA"," TULSA"," 2129 103RD EAST S AVE             ","10/30/2002"
"TULSA"," TULSA"," 6704 INDEPENDENCE E ST            ","11/9/2002"
"TULSA"," TULSA"," 2934 66TH W ST                    ","11/13/2002"
"TULSA"," TULSA"," 336 45TH E CT                     ","11/16/2002"
"TULSA"," TULSA"," 2138 45 W PL                      ","11/19/2002"
"TULSA"," TULSA"," 702 129TH S                       ","11/21/2002"
"TULSA"," TULSA"," 2725 CAMERON W ST                 ","11/23/2002"
"TULSA"," TULSA"," 4630 DARLINGTON S AVE 45          ","11/24/2002"
"TULSA"," TULSA"," 3608 GALVESTON S AVE              ","12/2/2002"
"TULSA"," TULSA"," 4704 30TH S AVE                   ","12/5/2002"
"TULSA"," TULSA"," 323 11TH E ST 302                 ","12/8/2002"
"TULSA"," TULSA"," 1543 59TH W ST                    ","12/10/2002"
"TULSA"," TULSA"," 2223 TECUMSEH E ST                ","12/15/2002"
"TULSA"," TULSA"," 4840 34TH WEST W AVE              ","12/18/2002"
"TULSA"," TULSA"," 1137 NEW HAVEN N AVE              ","12/18/2002"
"TULSA"," TULSA"," 103 108TH EAST S AVE              ","12/21/2002"
"TULSA"," TULSA"," 5174 33RD W S AVE                  ","1/6/2003"
"TULSA"," TULSA"," 6530 PINE E PL                     ","1/8/2003"
"TULSA"," TULSA"," 8642 86 E S AVE                    ","1/9/2003"
"TULSA"," TULSA"," 4115 28TH E PL                    ","1/10/2003"
"TULSA"," TULSA"," 216 187 E S AVE                   ","1/17/2003"
"TULSA"," TULSA"," 924 37TH E PL                     ","1/21/2003"
"TULSA"," TULSA"," 532 QUANAH N AVE                  ","1/23/2003"
"TULSA"," TULSA"," 15 30TH WEST N AVE                ","1/24/2003"
"TULSA"," TULSA"," 1737 INDIANAPOLIS S AVE           ","1/24/2003"
"TULSA"," TULSA"," 6324 NEWTON E PL                  ","1/29/2003"
"TULSA"," TULSA"," 600 CIVIC CENTER                  ","1/31/2003"
"TULSA"," TULSA"," 1710 MAPLEWOOD N AVE               ","2/3/2003"
"TULSA"," TULSA"," 6018 2ND E ST                      ","2/3/2003"
"TULSA"," TULSA"," 9550 LATIMER E ST                  ","2/4/2003"
"TULSA"," TULSA"," 3535 ARCHER E ST                   ","2/7/2003"
"TULSA"," TULSA"," 6143 9 TH W ST                    ","2/11/2003"
"TULSA"," TULSA"," 1007 EVANSTON N AVE               ","2/21/2003"
"TULSA"," TULSA"," 3535 ARCHER E ST                  ","2/26/2003"
"TULSA"," TULSA"," 4519 31ST WEST AVE S AVE           ","3/1/2003"
"TULSA"," TULSA"," 5409 71ST E ST 17                  ","3/1/2003"
"TULSA"," TULSA"," 8523 WINSTON S AVE                 ","3/2/2003"
"TULSA"," TULSA"," 1212 INDEPENDENCE E ST             ","3/2/2003"
"TULSA"," TULSA"," 6220 OKLAHOMA E ST                 ","3/3/2003"
"TULSA"," TULSA"," 4019 130TH EAST S AVE              ","3/9/2003"
"TULSA"," TULSA"," 13008 17 PL E                     ","3/10/2003"
"TULSA"," TULSA"," 9727 11 E ST 49                   ","3/13/2003"
"TULSA"," TULSA"," 322 161 S ST                      ","3/17/2003"
"TULSA"," TULSA"," 4021 28TH E ST                    ","3/20/2003"
"TULSA"," TULSA"," 116 KNOXVILLE S AVE               ","3/21/2003"
"TULSA"," TULSA"," 2618 OSWEGO S TER                 ","3/26/2003"
"TULSA"," TULSA"," 534 91ST N ST                     ","3/27/2003"
"TULSA"," TULSA"," 6220 OKLAHOMA E ST                ","3/27/2003"
"TULSA"," TULSA"," 202 193RD EAST S AVE 101          ","3/27/2003"
"TULSA"," TULSA"," 718 39TH WEST S AVE               ","3/29/2003"
"TULSA"," TULSA"," 13177 29TH E ST                   ","3/29/2003"
"TULSA"," TULSA"," 157 DELAWARE N PL                 ","3/31/2003"
"TULSA"," TULSA"," 216 YORKTOWN S AVE                 ","4/3/2003"
"TULSA"," TULSA"," 2226 35TH E ST                     ","4/4/2003"
"TULSA"," TULSA"," 4828 74TH S AVE 64-S               ","4/5/2003"
"TULSA"," TULSA"," 3416 33RD E ST                     ","4/9/2003"
"TULSA"," TULSA"," 1616 ADMIRAL W BLVD               ","4/10/2003"
"TULSA"," TULSA"," 2731 134TH EAST S AVE             ","4/11/2003"
"TULSA"," TULSA"," 2731 134TH S AVE                  ","4/11/2003"
"TULSA"," TULSA"," 1903 BRADY W ST                   ","4/15/2003"
"TULSA"," TULSA"," 711 LEWIS S AVE                   ","4/19/2003"
"TULSA"," TULSA"," 1935 49TH W ST                    ","4/22/2003"
"TULSA"," TULSA"," 11916 37TH E ST                   ","4/22/2003"
"TULSA"," TULSA"," 811 95TH EAST N AVE               ","4/24/2003"
"TULSA"," TULSA"," 2524 51ST W ST                    ","4/25/2003"
"TULSA"," TULSA"," 2048 51 E ST A                    ","4/25/2003"
"TULSA"," TULSA"," 7105 1ST W ST                     ","4/30/2003"
"TULSA"," TULSA"," 13 54TH E PL                       ","5/2/2003"
"TULSA"," TULSA"," 9143 OKLAHOMA E PL                ","5/16/2003"
"TULSA"," TULSA"," 503 KINGSTON N AVE                ","5/17/2003"
"TULSA"," TULSA"," 73 ZUNIS N AVE                    ","5/20/2003"
"TULSA"," TULSA"," 1136 SANDUSKY N AVE                ","6/5/2003"
"TULSA"," TULSA"," 816 95 EAST N AVE                  ","6/5/2003"
"TULSA"," TULSA"," 1051 60TH E ST 928                ","6/17/2003"
"TULSA"," TULSA"," 2427 PITTSBURG N AVE              ","6/26/2003"
"TULSA"," TULSA"," 532 QUANAH N AVE                  ","6/26/2003"
"TULSA"," TULSA"," 4325 BRADEN S PL                  ","6/28/2003"
"TULSA"," TULSA"," 1548 LEWIS S AVE A                 ","7/3/2003"
"TULSA"," TULSA"," 708 72ND EAST AVENUE N             ","7/9/2003"
"TULSA"," TULSA"," 1611 COLUMBIA N AVE               ","7/12/2003"
"TULSA"," TULSA"," 1006 ST LOUIS S ST A              ","7/12/2003"
"TULSA"," TULSA"," 2111 ERIE N AVE                   ","7/18/2003"
"TULSA"," TULSA"," 816 95TH EAST N AVE               ","7/25/2003"
"TULSA"," TULSA"," 338 41ST W. S AVE                  ","8/7/2003"
"TULSA"," TULSA"," 4317 27TH E ST                    ","8/12/2003"
"TULSA"," TULSA"," 532 QUANAH N AVE                  ","8/13/2003"
"TULSA"," TULSA"," 2540 NEWTON E ST                  ","8/19/2003"
"TULSA"," TULSA"," 9711 75TH E ST 521                ","8/21/2003"
"TULSA"," TULSA"," 1520 66TH E PL                    ","8/25/2003"
"TULSA"," TULSA"," 520 OXFORD N AVE                  ","8/28/2003"
"TULSA"," TULSA"," 8642 86TH E S AVE                 ","8/28/2003"
"TULSA"," TULSA"," 3127 4TH E ST                      ","9/2/2003"
"TULSA"," TULSA"," 1548 LEWIS S AVE                   ","9/4/2003"
"TULSA"," TULSA"," 6122 28TH PLACE NORTH E PL         ","9/4/2003"
"TULSA"," TULSA"," 9853 12TH E ST H                   ","9/8/2003"
"TULSA"," TULSA"," 2930 66TH EAST S AVE              ","9/15/2003"
"TULSA"," TULSA"," 702 129TH EAST S AVE              ","9/16/2003"
"TULSA"," TULSA"," 847 64 WEST S AVE                 ","9/22/2003"
"TULSA"," TULSA"," 818 51ST W ST 3                   ","9/22/2003"
"TULSA"," TULSA"," 2425 51ST W ST                    ","9/24/2003"
"TULSA"," TULSA"," 3508 43RD W PL                    ","9/24/2003"
"TULSA"," TULSA"," 12332 15TH E ST                   ","9/30/2003"
"TULSA"," TULSA"," 2524 51ST W ST                    ","10/2/2003"
"TULSA"," TULSA"," 9765 5TH E ST                     ","10/9/2003"
"TULSA"," TULSA"," 126 NOGALAS N AVE                 ","10/10/2003"
"TULSA"," TULSA"," 2854 44 STREET NORTH E            ","10/14/2003"
"TULSA"," TULSA"," 412 URBANA S AVE                  ","10/15/2003"
"TULSA"," TULSA"," 2146 NEWTON E ST                  ","10/21/2003"
"TULSA"," TULSA"," 3114 LOUISVILLE S AVE             ","10/23/2003"
"TULSA"," TULSA"," 3159 44TH E ST                    ","10/23/2003"
"TULSA"," TULSA"," 4818 29TH W S AVE                 ","10/24/2003"
"TULSA"," TULSA"," 1507 BOWEN W PL                   ","10/25/2003"
"TULSA"," TULSA"," 1414 39 E ST B                    ","10/27/2003"
"TULSA"," TULSA"," 1722 MARSHALL E PL                ","10/27/2003"
"TULSA"," TULSA"," 122 166 EAST S AVE                ","10/29/2003"
"TULSA"," TULSA"," 6216 ARCHER E PL                  ","10/29/2003"
"TULSA"," TULSA"," 5217 36 E ST                      ","11/3/2003"
"TULSA"," TULSA"," 9339 3RD E PL                     ","11/7/2003"
"TULSA"," TULSA"," 1424 QUAKER S C                   ","11/10/2003"
"TULSA"," TULSA"," 3336 MARSHALL E ST 9              ","11/11/2003"
"TULSA"," TULSA"," 714 96TH EAST N AVE               ","11/13/2003"
"TULSA"," TULSA"," 1528 68TH EAST N AVE              ","11/13/2003"
"TULSA"," TULSA"," 4803 JACKSON S AVE 2              ","11/18/2003"
"TULSA"," TULSA"," 532 QUANAH N AVE                  ","11/18/2003"
"TULSA"," TULSA"," 2614 2ND E ST                     ","11/19/2003"
"TULSA"," TULSA"," 4576 38TH E ST                    ","11/19/2003"
"TULSA"," TULSA"," 213 103 EAST S AVE                ","11/19/2003"
"TULSA"," TULSA"," 128 SANDUSKY N AVE                ","11/21/2003"
"TULSA"," TULSA"," 126 NOGALES N AVE                 ","11/27/2003"
"TULSA"," TULSA"," 6544 6TH E ST                     ","12/1/2003"
"TULSA"," TULSA"," 4115 35TH WEST S AVE              ","12/3/2003"
"TULSA"," TULSA"," 6238 OKLAHOMA E PL                ","12/14/2003"
"TULSA"," TULSA"," 6710 ZUNIS S AVE 1605             ","12/17/2003"
"TULSA"," TULSA"," 8015 WHEELING S AVE D             ","12/29/2003"
"TULSA"," TULSA"," SANDUSKY N AVE             ","1/6/2004"
"TULSA"," TULSA"," SANDASKY N AVE             ","1/6/2004"
"TULSA"," TULSA"," 1344 1ST E ST 3                    ","1/9/2004"
"TULSA"," TULSA"," 259 104TH EAST S AVE              ","1/10/2004"
"TULSA"," TULSA"," 1428 WINSTON N AVE                ","1/12/2004"
"TULSA"," TULSA"," 5613 QUAKER S AVE A               ","1/16/2004"
"TULSA"," TULSA"," 4440 GARNETT S RD 1414            ","1/19/2004"
"TULSA"," TULSA"," 9902 40TH E ST                    ","1/20/2004"
"TULSA"," TULSA"," 403 68TH EAST S AVE               ","1/21/2004"
"TULSA"," TULSA"," 4808 ELWOOD S 205                  ","2/3/2004"
